context; target; verb; marker; embedded; source; question; cP; MatixTime; MatrixSubject; MatrixPerson; MatrixNumber; AnnotationValue1; AnnotationValue2; AnnotationValue3; AnnotationValue4; AnnotationValue5; Mean; Label; Variance; SD
Csökkent a fogyasztás, a gazdaság pedig recesszióban van.
Riporter: Az LMP-s Jávor Benedek szerint a görög helyzet a francia és a német tartományi választások a megszorító politika kudarcát mutatják.; Megszólaló: - Ha Orbán Viktor nem látja, hogy Európa épp azt a megszorító politikát veszi le a műsorról, amit két éve a Fidesz alkalmaz, az rossz hír; lát; tagadás; Európa épp azt a megszorító politikát veszi le a műsorról, amit két éve a Fidesz alkalmaz.; MNSZ, spok_hu_radio_058.txt; Ön szerint a beszélő mennyire biztos benne, hogy Európa épp azt a megszorító politikát veszi le a műsorról, amit a Fidesz két éve alkalmaz?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A Tizenhat óra, XI.-ik évfolyamának negyvenedik adásával jelentkezünk. A mikrofonnál a felelős szerkesztő, Szikra Zsuzsa.; A gazdaság képviselői pontosan tudják, hogy honnan jöttem. - mondja a 32 éves új gazdasági miniszter, aki nem fél attól, hogy az, hogy a politikában még egyelőre kevéssé ismert, megnehezíti munkáját.; fél; tagadás; Az, hogy a politikában még egyelőre kevéssé ismert valaki, az megnehezíti munkáját.; MNSZ, spok_hu_radio_010.txt; Ön szerint az új gazdasági miniszter mennyire biztos abban, hogy megnehezíti a munkáját, hogy egyelőre kevéssé ismert a politikában?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ez a videó, ez kiegészíti azt, hogy én valójában hogy is jelenek meg. Tehát nemcsak egy kinézet, hanem nem tudom, egy hangulatot sugall, amit egy szakmai önéletrajzba nem tudok belevenni. Tehát most ezeket a közhelyeket odaírhatja az ember az aljára, hogy hobbim az olvasás meg a színházba járás, meg sportolás, dehát mindenkinek a könyökén jön ki.; Riporter: - És nem fél attól, hogy esetleg nevetségessé válik miközben nézik ezeket a két perces filmeket vagy több perceseket?; fél; tagadás; Nevetségessé válik miközben nézik ezeket a két perces filmeket vagy több perceseket.; MNSZ, spok_hu_radio_010.txt; Ön szerint a Riporter mennyire biztos abban, hogy a megkérdezett személy nevetségessé válik miközben nézik azokat a két vagy több perces filmeket?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
László Judit összeállítása. Ha szükség lesz rá, továbbvezet a Számvevőszéket, de nem ragaszkodik az íróasztalhoz. - ezt mondta a Krónikának Kovács Árpád.; Azt kérdeztem tőle, nem fél attól, hogy méltánytalan helyzetbe hozzák a politikusok?; fél; tagadás; Méltánytalan helyzetbe hozzák a politikusok.; MNSZ, spok_hu_radio_025.txt; Ön szerint a beszélő mennyire biztos abban, hogy a politikusok méltánytalan helyzetbe hozzák a megkérdezett személyt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ránki Júlia.: - Kis magyarázat azért van hozzá.
Bélai György.: - Így van.; Ránki Júlia: - Tudom, hogy nem fél attól, hogy belenyúlnak, meg eltalálják a kakaós pohárral valamelyik művet, és ezáltal megsérül, de hát akkor mi van, ha mégis?; fél; tagadás; Belenyúlnak, meg eltalálják a kakaós pohárral valamelyik művet, és ezáltal megsérül.; MNSZ, spok_hu_radio_026.txt; Ön szerint Ránki Júlia mennyire biztos benne, hogy Bélai György nem fél attól, hogy belenyúlnak meg eltalálják a kakós pohárral valamelyik művet?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Török Annamária: - Egy felmérés azt mutatja, hogy a megkérdezettek 54 százaléka vélekedik így. A közvélemény-kutatásból az is kiderül, hogy az ukránok 36 százaléka egyaránt felelősnek tartja a két felet a vita eldurvulásáért. A válaszadók 29 százaléka szerint viszont Kijev a felelős és csak 27 százaléka szerint Moszkva.; A megkérdezetteknek csak 17 százaléka nem fél attól, hogy gáz nélkül marad Ukrajna.; fél; tagadás; Gáz nélkül marad Ukrajna.; MNSZ, spok_hu_radio_029.txt; Ön szerint Török Annamária mennyire biztos abban, hogy Ukrajna gáz nélkül marad?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Öt-hatszáz forintot kellene nekem egy darab csatornáért fizetni, mikor 30-at nézek mit tudom én 3000 forintért? És ugye jön a Tv2 is abban a pillanatban. Ugye meg lehet szorozni kettővel ezt az összeget.; Riporter: - Az RTL Klub programigazgatója, Kolosi Péter a piac megváltozásával, a reklámbevételek csökkenésével indokolta a csatorna fizetőssé tételét és nem fél attól, hogy az emberek esetleg nem kérik majd ezt a csomagot, amiben benne van a program.; fél; tagadás; Az emberek esetleg nem kérik majd ezt a csomagot, amiben benne van a program.; MNSZ, spok_hu_radio_031.txt; Ön szerint Kolosi Péter mennyire biztos abban, hogy az emberek nem kérik azt a csomagot, amiben benne van a program?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ám Kovács Jenő, polgármester úgy gondolja, hogy a fiataloknak a román nyelv elsajátítása is nagyon fontos, a munkavállaláshoz. Veres Emese Gyöngyvér kereste fel, Kovács Jenőt, a nagykárolyi, Polgármesteri Hivatalban.
Kovács Jenő: - Most már csak 54 százaléka magyar, Nagykárolynak.; 1990-be voltak villongások, magyarok és románok közt, de úgy érzem, hogy most már nincsen ilyen probléma, tehát, a román ember nem fél attól, hogy jaj, Istenem, Erdélyt elveszik a magyarok.; fél; tagadás; Erdélyt elveszik a magyarok.; MNSZ, spok_hu_radio_044.txt; Ön szerint Kovács Jenő mennyire biztos abban, hogy a magyarok elveszik Erdélyt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DR.Fóris Éva: - Akkor tudnak eljönni, ha arra garanciát kapnak, hogy ezzel nem vesztik el a gyereket.
Riporter: - A gyermekgondozás nem névtelen.; DR.Fóris Éva: - A MEJOK-ban úgy van, hogy az anonim, tehát a MEJOK-ba lehet jönni első szakaszában úgy, hogy még nem is mondja meg a nevét, mond valami nevet, és az lenne a terv, hogy hosszútávon, amikor már van egy bizalmi kapcsolat, én csak akkor várhatom el azt, hogy ő őszinte legyen velem, amikor nem fél attól, hogy elveszíti a gyerekét.; fél; tagadás; Elveszíti a gyerekét.; MNSZ, spok_hu_radio_050.txt; Ön szerint DR.Fóris Éva mennyire biztos abban, hogy a vele kapcsolatba kerülő szülő elveszíti a gyerekét?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nos, meg kell, hogy mondjam, hogy én azt a kockázatot érzékelem különféle tárgyalások során, hogy miközben nyilvánvaló közvetlen érdekünk, Magyarországnak is, meg azoknak az országoknak is, ahol ilyen nagyobb gazdaságok kialakultak, és ez most már nemcsak Kelet-Európa, hanem nyugat-európai országok is, taktikai érdekünk mindenképpen az, hogy egy ilyen típusú korlátozás ne következzen be. Stratégiailag viszont végig kell gondolni, hogy a 2009-es költségvetésben egy ilyen típusú támogatás fennmaradása esetén milyen lesz a társadalmi elfogadottsága egyáltalában ennek, és ez kihat már magára a tulajdonképpeni támogatás nagyságára is.; Riporter: - Tehát konkrétan attól fél, hogy az Európai Unió adófizetői megunják azt, hogy döntik a pénzt a mezőgazdaságba?; fél; kérdés; Az Európai Unió adófizetői megunják azt, hogy döntik a pénzt a mezőgazdaságba.; MNSZ, spok_hu_radio_011.txt; Ön szerint a Riporter mennyire biztos abban, hogy az Európai Unió adófizetői megunják azt, hogy döntik a pénzt a mezőgazdaságba?; igen; ; ; ; ; ; ; ; ; ; ; ; ; 
Antal: - Bosszúság. Annyira gallyra vágták az utat, hogy fantasztikus.; Riporter: - Kerékpárral közlekedik, nem fél, hogy elsodorják?; fél; tagadás, kérdés; Elsodorják.; MNSZ, spok_hu_radio_013.txt; Ön szerint a Riporter mennyire biztos abban, hogy a riportalanyt elsodorják?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ez főleg a német múlt miatt van ez kétségtelen. Magyarországon ez sok minden ok miatt nincs így és egy ilyen zavaros helyzetben egy törvényt bedobni, azt gondolom hogy árt a dolognak. Megvan ez a zűrzavaros valóság nevelne fel egy olyan törvénnyel, amit nem tudnának végrehajtani.; Szénási Sándor: - Attól fél tulajdonképpen hogy nem fogják betartani, ez egy reális félelem lehet, vagy attól fél, hogy indokolatlan dühöket gerjeszt?; fél; kérdés; Nem fogják betartani a törvényt.; MNSZ, spok_hu_radio_017.txt; Ön szerint Szénási Sándor mennyire biztos benne, hogy nem fogják betartani a törvényt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Edit: - Van egy Facebook oldal, meg van egy weboldal is, ahol egy teljesen egyszerű regisztrációt követően meg lehet adni azokat az alapadatokat, honnan hova indul, körülbelül mikor és ki is lehet nyomtatni egy nagyon egyszerű táblát, amit ki lehet tenni a szélvédő jobbalsó sarkába, aki meglátja ezt a táblát, az tud integetni és hogyha úgy adódik, akkor fel tudom venni. Elérhetőségeket is meg lehet adni és tudjuk egyeztetni, hogy ki mikor, merre megy.; Riporter: - Ez nyilván nagylelkű, de kockázatos is lehet egyben, vagy nem fél, hogy valami őrült száll be a kocsijába?; fél; tagadás, kérdés; Valami őrült száll be a kocsijába.; MNSZ, spok_hu_radio_023.txt; Ön szerint a Riporter mennyire biztos abban, hogy a riportalany kocsijába valaki őrült száll be?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Így van. És akkor megnézzük, hogy van-e benne.; Sipos Ildikó Riporter: - Nem fél, hogy ezért megbüntetik?; fél; tagadás, kérdés; Ezért megbüntetik.; MNSZ, spok_hu_radio_025.txt; Ön szerint Sipos Ildikó mennyire biztos benne, hogy riportalanyát ezért megbüntetik?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Jöjjön, ott is van egy, vigyázzon, be ne csússzon Onnan…; Riporter: - Anyukátok nem veszekszik, amikor jön az apukátok ide, nem fél, hogy valami baja lesz?; fél; tagadás, kérdés; Valami baja lesz.; MNSZ, spok_hu_radio_028.txt; Ön szerint a Riporter mennyire biztos abban, hogy az anyukának valami baja lesz?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bacsó János: - Én már elolvastam százszor, én ettől jobban nem tudom elolvasni. Most sem vagyok biztos abban, hogy a döntésünk jó lesz, de mi meghozzuk a döntést, és holnapra van az ügyvéd úr ide rendelve, hogy köti a szerződéseket, és aztán költözhetnek az emberek a lakásaikba.; László Judit Riporter: - De most konkrétan mitől fél, hogy esetleg jogszerűtlen támogatási szerződést kötnek az emberekkel és majd vissza kell majd fizetni az államnak a pénzt?; fél; kérdés; Jogszerűtlen támogatási szerződést kötnek az emberekkel és majd vissza kell majd fizetni az államnak a pénzt.; MNSZ, spok_hu_radio_031.txt; Ön szerint László Judit mennyire biztos abban, hogy az emberekkel jogszerűtlen támogatási szerződést kötnek és majd vissza kell fizetni az államnak a pénzt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Jaj, de ügyes vagy! Simogasd meg a lábát.
Riporter: Gyurika húzza a kutya lábát.; Nem fél, hogy megharapja?; fél; tagadás, kérdés; A kutya megharapja Gyurikát.; MNSZ, spok_hu_radio_035.txt; Ön szerint a Riporter mennyire biztos abban, hogy a kutya megharapja Gyurikát?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Miben bízik egyébként, mert hiszen tárgyalások sorozata vár még önre.
Szoboszlai Barnabás: - Az egészségemre, az egészségemre, igen.; Riporter: - Attól nem fél, hogy esetleg elítélik?; fél; tagadás, kérdés; Elítélik Szoboszlait.; MNSZ, spok_hu_radio_043.txt; Ön szerint a Riporter mennyire biztos benne, hogy Szoboszlai Barnabást elítélik?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Orosz Márta: - Valóban belpolitikailag is nagyon sok kritika éri Merkelt, hiszen a jelenlegi állás szerint 22,4 milliárdról van szó, amit Németország majd Görögországnak fog hitelezni, ebben az évben ebből 8,4 milliárdot kap Görögországot, és ugye az a rizikó áll fenn, hogy Görögország más uniós államok mellett is kiderül róluk, hogy Spanyolország, Portugália és Írország további összegeket fog majd követelni Németországtól. Tehát ők is eladósodnak és az első állam, aki segítségükre siethet, az Németország lesz.; Műsorvezető: - És a német átlagpolgár, magyarul, akkor nem nagyon akarja ezt jóváhagyni, és a Merkel kancellár attól fél, hogy a politikai következményeiket majd neki és a pártjának kell viselnie?; fél; kérdés; A politikai következményeiket majd Merkel kancellárnak és a pártjának kell viselnie.; MNSZ, spok_hu_radio_045.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy a politikai következményeket majd Merkel kancellárnak és a pártjának kell viselnie?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Telef: - Ugyanúgy az üzenőfalon. Szombaton fogunk találkozni először; Riporter: - És attól nem fél, hogyha mondjuk fagyasztva van, és utazik a tej, kicsit megolvad, aztán visszateszik a fagyasztóba, hogy ebből baj lesz, ettől nem fél?; fél; tagadás, kérdés; Ha mondjuk fagyasztva van, és utazik a tej, kicsit megolvad, aztán visszateszik a fagyasztóba, hogy ebből baj lesz.; MNSZ, spok_hu_radio_047.txt; Ön szerint a Riporter mennyire biztos abban, hogy ha a tej fagyasztva van, utazik és kicsit megolvad, aztán visszateszik a fagyasztóba, akkor abból baj lesz?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - Nehéz dolog ez a családterápia, ami a Zsófi gyógyulásával együtt jár, mert a szakemberek azt próbálják kitalálni, hogy mi az oka ennek az egész helyzetnek, és ott én szülőként egy kicsit izgulnék, hogy kiderül rólam valami, hogy valamit nem jól csináltam?
Tünde: - Igen, mi is ezzel a gondolattal mentünk oda, hogy vajon lesz -e kényelmetlen helyzet, amikor majd olyan derül ki rólunk, amit nem is az, hogy takargatni szeretnénk, hanem úgy szeretnénk a családon belül maradna, de úgy gondoljuk, hogy ez a terápia része, onnan tovább biztosan nem kerül sehova, partnerek leszünk abban, hogy ezeken a hibákon javítsunk, vagy változtassunk, magunkon.; Riporter: - És most, hogy Zsófi már hazajött a kórházból, amikor beszéltem Zsófival, akkor még bent volt, még van hátra pár napja, és most már hazajött, és kezdi az iskolát majd, megnyugodott, vagy attól nem fél, hogy vissza fog esni?; fél; tagadás, kérdés; Zsófi vissza fog esni.; MNSZ, spok_hu_radio_048.txt; Ön szerint a Riporter mennyire biztos abban, hogy Zsófi vissza fog esni?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - Az üzletvezető, mit remél a januári rendelettől?
X: _ Semmi jót nem remélek tőle, fura dolog, hogy az önkormányzat akarja megmondani, hogy a boltosok miből éljenek?:; Riporter: - Akkor ön attól fél, hogy az ön üzletét, nem A-kategóriásnak minősítik, hanem alacsonyabb fokozatúnak?; fél; kérdés; X üzletét nem A-kategóriásnak minősítik, hanem alacsonyabb fokozatúnak.; MNSZ, spok_hu_radio_051.txt; Ön szerint a Riporter mennyire biztos abban, hogy riportalanya üzletét nem A-kategóriásnak minősítik, hanem alacsonyabb fokozatúnak?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nóra: - Ugye a kanállal, tehát az evéssel is, a színezéssel, az írással is, akkor ugye volt ilyen, hogy melyikkel nyúlt hozzá, akkor hát ugye a bicikli, hát az nagyon szembetűnő volt, ugye és furcsa is volt nekünk.
Hát mi még nem tartunk, még nem tanultuk meg a cipőkötést, de itt most hallottam, hogy tükörrel szemben kell, tehát nekem szemben kell lennem ő vele és mint a tükörképet úgy tanítani őket cipőt kötni, úgyhogy elég érdekes ez a balkezesség.; Riporter: - És a tanulási nehézségektől olyan szempontból fél, hogy a balkezes gyereknek tanulási nehézségei lehetnek?; fél; kérdés; A balkezes gyereknek tanulási nehézségei lehetnek.; MNSZ, spok_hu_radio_053.txt; Ön szerint a Riporter mennyire biztos benne, hogy a balkezes gyereknek tanulási nehézségei lehetnek?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Farkas Éva: - És innen hallgassuk a történetet tovább magától a kitüntetettől, DR.Szarvas Józseftől, aki a feleségével utazott azon a napon.
DR.Szarvas József: - Azt láttuk, hogy egy motoros fekszik az árokparton, a motor kicsit a lábára rádőlve, és nem mozdul.; Azt még épp el tudta mondani, hogy egy darázs csípte meg, ő allergiás a darázscsípésre, és hát valószínűleg ettől van rosszul.; mond; modális; Egy darázs csípte meg a motorost.; MNSZ, spok_hu_radio_024.txt; Ön szerint DR.Szarvas József mennyire biztos benne, hogy a motorost egy darázs csípte meg?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
De arra, hogy fordítsak oroszból, soha nem gondoltam. Mikor hazajöttem, és láttam, hogy az általam ismert, gyönyörű, orosz versek, nem úgy hangzanak, nem adnak nekem annyit, magyarul, mint oroszul, pedig hát a nyelvünk, minden lefordítására alkalmas, akkor kezdtem, újra fordítani őket.
Gecse Géza: - És mikor jutott el oda, hogy, mert ugye, ezt nehéz, hogyha mondjuk, hát, hogyha fegyveres ellenállásban vesz részt, igazából, az oroszok ellen, mert akkor még, nem tett közöttük különbséget.; Szóval mikor jutott el oda, hogy mondjuk azt tudta mondani, hogy ezek a versek ezek, bár oroszul vannak, de gyönyörűek?; mond; modális; Ezek a versek, bár oroszul vannak, gyönyörűek.; MNSZ, spok_hu_radio_038.txt; Ön szerint Gecse Géza mennyire biztos abban, hogy azok a versek gyönyörűek attól függetlenül, hogy oroszul vannak?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ebben igaza van, de nem is úgy tettem a nyilatkozatot a szakértőkkel kapcsolatban, hogy én találtam fel a spanyolviaszt. Egyszerűen arról van szó, csak arra utaltam, hogy én magam is a szakértői véleményt fogadom el hitelesnek és ahhoz fog majd igazodni a cselekmény súlyossága, a megítélése, a minősítése.
Riporter: - Még egy kérdés, amire talán tud válaszolni.; Igazak azok a hírek, hogy ügyfele beismerte, hogy ő készítette a szerkezeteket?; beismer; kérdés; Az ügyfele készítette a szerkezeteket.; MNSZ, spok_hu_radio_053.txt; Ön szerint a Riporter mennyire biztos abban, hogy riportalanya ügyfele készítette a szerkezetet?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - És mit mondtak, hogy miért nem végzik el a CT-vizsgálatot, spórolnak a pénzzel, vagy miért?
Csonka Gábor: - Nem, nem tartották szakmailag szükségesnek.; Riporter: - Megnyugvás lenne Önnek, hogyha a kórház beismerné, hogy hibázott?; beismer; felételes; A kórház hibázott.; MNSZ, spok_hu_radio_037.txt; Ön szerint a Riporter mennyire biztos abban, hogy a kórház hibázott?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
WT.: - Igen.
Műsorvezető: - Ő pedig erre nem hajlandó.; WT.: - Ő pedig nem hajlandó nagyon helyesen, hiszen gyakorlatilag ezzel beismerné, hogy a szlovák állampolgársági törvény jogszerű és jogszerűn jártak el, még hogyha ennyire borzalmas faramuci módon is vele szemben.; beismer; felételes; A szlovák állampolgársági törvény jogszerű.; MNSZ, spok_hu_radio_058.txt; Ön szerint WT. mennyire biztos benne, hogy a szlovák állampolgársági törvény jogszerű?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mert azt mondják, hogy az Országos Cigány Önkormányzat inkább baloldali elkötelezettségû.
Ifj. B. J.: - Nagyon nagy butaságnak tartanám azt, hogyha az Országos Cigány Önkormányzat baloldali vagy jobboldali, vagy centrum elkötelezettségû lenne. Ha azt mondjuk, hogy a roma ügy az a politikai pártok fölött áll, egyik legsúlyosabb társadalmi probléma, akkor ezt társadalmilag kell megközelíteni.; Az OCÖ legnagyobb politikai öngyilkosságot követne el, hogyha azt mondaná, hogy õ baloldali, jobboldali, õ centrumos.; mond; felételes; Az OCÖ baloldali, jobboldali, vagy centrumos.; MNSZ, spok_hu_radio_020.txt; Ön szerint Ifj. B. J. mennyire biztos abban, hogy az OCÖ baloldali?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - Ugye a demokrácia az a játékszabályoknak egy gyűjteménye.
ZT.: - Gyűjteménye, valamint a többségnek az akaratát is kellene, hogy; Műsorvezető: - A kisebbségét tiszteletben tartva, de viszont, mintha azt mondaná, hogy az egész az egyéni túlélésről szól, ugye a közlekedést említette.; mond; felételes; Az egész demokrácia az egyéni túlélésről szól.; MNSZ, spok_hu_radio_020.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy az egész demokrácia az egyéni túlélésről szól?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Józsa Judit keramikus: -Ezerkilencszázkilencvennégyben jöttem el, és úgy, hogy az édesapám meg az édesanyám hozott el.
Tehát ez azt jelenti, hogy ha édesanyám szorongó szívvel is, de eljött, és az utolsó kanáltól villáig, amire szükség volt egy pici kis háztartásban, ő maga csomagolta be.; Horváth Katalin szerkesztő-Riporter: - Az olyan szépen hangzana, ha azt mondaná, hogy amikor megérkezett, azonnal nyitott egy műtermet és tódult a közönség.; mond; felételes; Józsa Judit, amikor megérkezett, azonnal nyitott egy műtermet és tódult a közönség.; MNSZ, spok_hu_radio_032.txt; Ön szerint Horváth Katalin mennyire biztos abban, hogy Józsa Judit megérkezésekor azonnal nyitott egy műtermet és tódult a közönség?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Miközben a magyarországi őssejt-botrány egyik gyanúsítottja háziőrizetben van, másik két gyanúsítottat pedig a hatóságok keresnek, van olyan cég, amely eddig is szervezett hasonló céllal külföldi utakat őssejt-kezelésekre. Az általunk megkérdezett jogász szerint, egyelőre törvényesen nem, mindössze etikailag kifogásolható az ilyen cégek működése. Kismartoni Judit orvosjogász, egy hasonló őssejtterápiás utat szervező honlapot megnézve, úgy vélte, a hatóságoknak az ilyen cégeket is vizsgálnia kellene.; Kismartoni Judit: - Gyakorlatilag a fogyasztóknak a megtévesztése lenne akkor, hogyha azt mondaná, hogy ezzel a terápiával száz százalékosan biztos eredményt érnek el.; mond; felételes; Az őssejt-terápiával száz százalékosan biztos eredményt érnek el.; MNSZ, spok_hu_radio_035.txt; Ön szerint Kismartoni Judit mennyire biztos abban, hogy az őssejt-terápiával száz százalékosan biztos eredményt érnek el?; ; ; ; ; ; ; ; ; ; ; ; ; ; 

Roland: - Úgyhogy úgy gondolom, hogy ez abszolút tényt, bármilyen tényt nélkülöző, ennek további alátámasztására, csak annyit tudok hozzáfűzni, hogyha megnézik a nemzetközi összehasonlításban a magyar malomipar milyen árakon dolgozik, akkor azonnal megállapítható, hogy nem ilyen mértékű, hanem ennél, tehát teljesen elrugaszkodott ez a dolog a valóságtól. Úgyhogy igazándiból nem is tudok ennél többet mondani.; Riporter: - Ez úgy hangzik, mint ha azt mondaná, hogy Önök valóban megbeszélték az árakat, csak nem ezt az árat beszélték meg.; mond; felételes; Valóban megbeszélték az árakat, csak nem ezt az árat.; MNSZ, spok_hu_radio_037.txt; Ön szerint a Riporter mennyire biztos abban, hogy a megkérdezett személyék valóban megbeszélték az árakat, csak nem azt az árat?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Márk: - Most az évek száma teljesen mindegy, hogy 70-es évek vége, 80-as évek eleje, egész egyszerűen kiábrándult ebből a kommunizmusból, agy álszocializmusból. Rájött, hogy az egy tévedés. tehát amikor például őt idézem akkor azt mondom, hogy itt nálunk is igen sokan vannak akik finoman szólva kiábrándultak ebből a létező szocializmusból holott hozzá kell tennem, és ez mindenkinek szíve joga, lehet hogy hitt benne valóban.
Riporter:- Rövid frappáns címeket ad, azonban ezekben nagyon sokszor ellenmondás rejlik.; Itt van például ez hogy élünk vagy visszaélünk a szabadság jogunkkal, ez teljesen filozofikusan hat, mint hogyha azt mondaná, hogy az életben nincsenek is-is-ek csak vagy-vagyok.; mond; felételes; Az életben nincsenek is-is-ek csak vagy-vagyok.; MNSZ, spok_hu_radio_052.txt; Ön szerint a Riporter mennyire biztos abban, hogy az életben nincsenek is-is-ek csag vagy-vagy-ok.; ; ; ; ; ; ; ; ; ; ; ; ; ; 
László: - Evvel nem szeretnék arra utalni természetesen, hogy elöregedett esetleg a közönsége az operakedvelőknek, de mindenképpen van egy fenntartása a fiataloknak, hogy ó, én inkább elmegyek valamilyen musical vagy más zenés előadásra, minthogy az operát megtekintsem. És mi úgy is hirdetjük most, tudatosan építettük fel, hogy ez opera azoknak, akik nem operakedvelők, nem csak azoknak, akik operakedvelők.; Műsorvezető: - Egy látványopera, ugye így nevezték el a műfaját ennek az előadásnak, de egyébként nem is értenék egyet, ha azt mondaná, hogy elöregedett az opera közönsége, elég csak arra gondolni, hogy nagyon kedvezményes diákjegyekkel lehet például előadásokat látogatni az Operaházban.; mond; felételes; Elöregedett az opera közönsége.; MNSZ, spok_hu_radio_057.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy az opera közönsége elöregedett?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rozália: - Ha azt mondják, igen, akkor az ember nem ad borravalót.
Háber Tamás: - Így igaz.; Műsorvezető: - És Ön viszont azt mondja, hogy lehet, hogy ebben a 10 százalékban az van, hogy Herendi vagy Zsolnay porcelánból ettünk?; mond; kérdés; Lehet, hogy ebben a 10 százalékban az van, hogy Herendi vagy Zsolnay porcelánból ettünk.; MNSZ, spok_hu_radio_010.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy a 10 százalékos borravalóban az van benne, hogy Herendi vagy Zsolnay porcelánból ettek?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nem tudom, mit szólnak ahhoz a taxisok, hogyha felpörög a teljesítmény és sok beteget visznek, kevesebbet kapnak a munkájukért. Itt mindenki azt hiszi, hogy meghatározott fixdíjak vannak, valójában véve, az első csalódás akkor érné őket, amikor tényleg időre elviszik a betegeket és mindenkit, és a jó munkájukért jutalmul feleannyi kilométerpénzt kapnának, mint ahogy a mostani helyzetben is a problémát ez okozza. El kell, hogy mondjam, az elmúlt három hónapban, mi már a mentőktől átvettük azt a feladatot, amit megjelöltek számunkra.; Riporter: - Tehát ön azt mondja, hogy a megnövekedett igényeket is el tudják látni ezzel a négyszázhuszan valamennyi autóval?; mond; kérdés; A megnövekedett igényeket is el tudják látni ezzel a négyszázhuszan valamennyi autóval.; MNSZ, spok_hu_radio_010.txt; Ön szerint a Riporter mennyire biztos abban, hogy a megnövekedett igényeket is el tudják látni ezzel a négyszázhuszon-valamennyi autóval?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lehet vitatkozni, hogy esetleg kicsit több volt, mint indokolt elmondani vagy sem, de mindenki hallgassa meg azokat a személyes tragédiákat, hiszen azért itt a statisztikák mögött, személyes tragédiák állnak és olyan személyek, fiatal lányok, fiatal egyetemisták esetében szabadságkorlátozó intézkedések, akik életükben hatósággal nem találkoztak.; Műsorvezető: - Tehát azt mondja, hogy ezekben az ügyekben a bíróságoknak lenne tennivalójuk, valamilyen belső vizsgálat, belső kutatást el kéne végezniük?; mond; kérdés; Ezekben az ügyekben a bíróságoknak lenne tennivalójuk, valamilyen belső vizsgálatot, belső kutatást el kéne végezniük.; MNSZ, spok_hu_radio_010.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy azokban az ügyekben a bíróságoknak lenne tennivalójuk, valamilyen belső vizsgálatot, belső kutatást el kéne végezniük?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
